Course ID,Cource Chinese Name,Course English Name,Teacher Chinese Name,Teacher English Name,Max Student Number,GPA,Standard Deviation
11120FL 204203,初級德語二,Beginning German II 	,"韓珮雯 HAN, PEI-WEN",21,83.67,9.81
11120FL 204204,初級德語二,Beginning German II 	,"郭春長 KUO, CHUN-CHANG",13,85.85,5.89
11120FL 204205,初級德語二,Beginning German II 	,"郭春長 KUO, CHUN-CHANG",17,72.65,15.11
11120FL 204206,初級德語二,Beginning German II 	,"韓珮雯 HAN, PEI-WEN",24,86.33,9.90
11120FL 204207,初級德語二,Beginning German II 	,"郭春長 KUO, CHUN-CHANG",28,84.54,8.47
11120FL 204208,初級德語二,Beginning German II 	,"韓珮雯 HAN, PEI-WEN",18,88.56,8.50
11120FL 204209,初級德語二,Beginning German II 	,"韓珮雯 HAN, PEI-WEN",15,81.07,13.72
11120FL 207200,幽默與諷刺文學,The Pleasure of Reading: Humor and Satire 	,"李書雨 LEE, SHU-YU",29,3.11,0.88
11120FL 215700,語言與R統計,Language and Statistics in R 	,"陳宗穎 CHEN, TSUNG-YING",7,3.03,1.27
11120FL 300401,閱讀與寫作二(下),Reading & Writing II (2) 	,"傅士珍 FUH, SHYH-JEN",11,3.94,0.27
11120FL 300402,閱讀與寫作二(下),Reading & Writing II (2) 	,"紀元文 CHI, YUAN-WEN",16,89.56,5.20
11120FL 300403,閱讀與寫作二(下),Reading & Writing II (2) 	,"李書雨 LEE, SHU-YU",18,3.72,0.23
11120FL 300601,中級日語二,Intermediate Japanese II 	,"真武薰 KAORU MATAKE",18,90.50,7.06
11120FL 300602,中級日語二,Intermediate Japanese II 	,"簡嘉菁 CHIEN, CHIA-CHING",30,88.60,6.50
11120FL 300603,中級日語二,Intermediate Japanese II 	,"張鈞竹 CHANG,CHUN-CHU",20,3.84,0.57
11120FL 300604,中級日語二,Intermediate Japanese II 	,"陳曉貞 CHEN, HSIAO-CHEN",29,87.10,6.80
11120FL 300605,中級日語二,Intermediate Japanese II 	,"簡嘉菁 CHIEN, CHIA-CHING",36,89.94,5.82
11120FL 300606,中級日語二,Intermediate Japanese II 	,"周雅玲 CHOU, YA-LING",31,82.19,13.67
11120FL 300607,中級日語二,Intermediate Japanese II 	,"王佑心 WANG, YU-HSIN",18,4.19,0.24
11120FL 300608,中級日語二,Intermediate Japanese II 	,"王瑋婷 WANG, WEI-TING",41,89.93,5.85
11120FL 300609,中級日語二,Intermediate Japanese II 	,"廖紋淑 LIAO, WEN-SHU",15,89.93,5.88
11120FL 300801,中級法語二,Intermediate French II 	,"廖含潔 LIAO, HAN-CHIEH",15,82.67,6.97
11120FL 301001,中級德語二,Intermediate German II 	,"郭春長 KUO, CHUN-CHANG",21,80.57,19.39
11120FL 301002,中級德語二,Intermediate German II 	,"郭春長 KUO, CHUN-CHANG",8,87.38,8.20
11120FL 301200,維多利亞時期文學,Victorian Literature 	,"林宜莊 LIN, YI-CHUANG",28,78.75,16.83
11120FL 304100,莎士比亞,Shakespeare 	,"林宜莊 LIN, YI-CHUANG",26,82.12,8.75
11120FL 307100,戲劇文類,Drama 	,"黃仕宜 HUANG, SHIH-YI",27,84.89,6.77
11120FL 326600,英中新聞翻譯,English-Chinese News Translation 	,"陳國華 CHEN, KUO-HUA",14,75.57,6.20
11120FL 327200,日語會話二,Japanese Conversation II 	,"簡嘉菁 CHIEN, CHIA-CHING",15,85.60,5.96
11120FL 327400,日語聽解二,Japanese Listening II 	,"簡嘉菁 CHIEN, CHIA-CHING",25,87.16,4.82
11120FL 328700,中級法語會話二,Intermediate French Conversation II 	,"廖含潔 LIAO, HAN-CHIEH",15,84.07,6.69
11120FL 330100,音韻學,Phonology 	,"陳宗穎 CHEN, TSUNG-YING",12,3.14,0.69
11120FL 330800,語言與認知,Language and Cognition 	,"楊梵孛 YANG, FAN-PEI",6,3.92,0.45
11120FL 338001,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",13,84.85,10.50
11120FL 338002,初級韓語二,Beginning Korean II 	,"李伶美 LEE, YEONG MI",24,74.71,16.64
11120FL 338003,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",9,79.78,10.91
11120FL 338004,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",24,86.88,8.09
11120FL 338005,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",20,84.90,11.82
11120FL 338006,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",9,84.56,6.24
11120FL 338007,初級韓語二,Beginning Korean II 	,"韓京惪 HAN KYUNG DUK",37,80.59,9.75
11120FL 338008,初級韓語二,Beginning Korean II 	,"李伶美 LEE, YEONG MI",32,78.47,14.80
11120FL 338101,中級韓語二,Intermediate Korean II 	,"韓京惪 HAN KYUNG DUK",10,88.00,6.83
11120FL 338102,中級韓語二,Intermediate Korean II 	,"韓京惪 HAN KYUNG DUK",10,80.50,9.85
11120FL 342600,中級德語會話二,Intermediate German Conversation II 	,"韓珮雯 HAN, PEI-WEN",10,91.50,2.50
11120FL 343200,日語聽解四,Japanese Listening IV 	,"周雅玲 CHOU, YA-LING",10,86.20,6.52
11120FL 343300,商用英語會話,English for Oral Business Communication 	,"黃伊岑 HUANG, I-TSEN",20,4.26,0.11
11120FL 344400,日語會話四,Japanese Conversation IV 	,"真武薰 KAORU MATAKE",12,92.25,5.18
11120FL 344500,從《哈利波特》學英文,English Language Skills with Harry Potter 	,"柯安娜 JOHANNA KATCHEN",24,84.21,7.92
11120FL 350100,魯濱遜漂流記：全球脈絡下的多重文本,Robinson Crusoe: A Multilayered Text in Global Contexts 	,"紀元文 CHI, YUAN-WEN",24,89.75,6.53
11120FL 355000,希臘文學選讀,Survey of Greek Literature 	,"吳建亨 WU, CHIEN-HENG",41,83.44,8.73
11120FL 402600,高級韓語二,Advanced Korean II 	,"韓京惪 HAN KYUNG DUK",10,84.80,6.51
11120FL 403500,新聞英文,Journalistic English 	,"黃伊岑 HUANG, I-TSEN",13,4.16,0.19
11120FL 404000,高級法語二,Advanced French II 	,"廖含潔 LIAO, HAN-CHIEH",10,83.70,6.97
11120FL 404500,中級西班牙語二,Intermediate Spanish II 	,"張雅鈴 CHANG, YEA-LING",10,4.02,0.31
11120FL 404501,中級西班牙語二,Intermediate Spanish II 	,"張雅鈴 CHANG, YEA-LING",7,4.00,0.23
11120FL 404801,高級日語二,Advanced Japanese II 	,"真武薰 KAORU MATAKE",11,89.27,6.09
11120FL 404802,高級日語二,Advanced Japanese II 	,"張鈞竹 CHANG,CHUN-CHU",19,3.63,0.86
11120FL 404803,高級日語二,Advanced Japanese II 	,"藤井康子 FUJII YASUKO",41,90.12,3.12
11120FL 405000,日語閱讀二,Japanese Reading II 	,"周雅玲 CHOU, YA-LING",7,82.86,6.45
11120FL 406500,口譯,Oral Interpretation 	,"黃嘉瑜 HUANG, CHIA-YU",10,81.40,5.71
11120FL 420200,美國文學-1865年之後,American Literature since 1865 	,"傅士珍 FUH, SHYH-JEN",28,3.41,0.76
11120FL 421200,商用日語二,Business Japanese II 	,"簡嘉菁 CHIEN, CHIA-CHING",9,88.11,5.51
11120FL 421301,新聞日語二,News Japanese II 	,"簡嘉菁 CHIEN, CHIA-CHING",6,93.33,3.35
11120FL 422000,語句處理實驗實作,Sentence Processing Experiments 	,"許淳潔 HSU, CHUN-CHIEH",3,4.10,0.28
11120FL 456200,日語寫作二,Japanese writing 2 	,"藤井康子 FUJII YASUKO",13,87.69,4.29
11120FL 513900,反烏托邦文學,Dystopian Literature 	,"林宜莊 LIN, YI-CHUANG",1,90.00,0.00
11120FL 514300,敘述焦慮與小說興起,Narrative Anxiety and The Rise of the Novel 	,"陳皇華 CHEN, HUANG-HUA",6,4.00,0.24
11120FL 515100,視覺敘事：電影與漫畫,Visual Storytelling: Film and Comics 	,"李書雨 LEE, SHU-YU",7,4.00,0.00
11120FL 560200,第二語言習得,Second Language Acquisition 	,"蘇怡如 SU, I-RU",4,79.75,6.76
11120FL 560500,論文寫作,Thesis Writing 	,"張寶玉 VIPHAVEE VONGPUMIVITCH",7,3.87,0.15
11120FL 571000,電腦輔助第二外語寫作,Computer-assisted Second Language Writing Instruction 	,"林惠芬 LIN, HUI-FEN",4,84.75,2.68
11120FL 571700,身分認同與語言教學,Identity in Language Teaching and Learning 	,"張銪容 CHANG, YU-JUNG",3,2.80,1.27
11120GE 101200,工業4.0與發展趨勢概論,Introduction to the development trend of the Industry 4.0 	,"陳德鴻 CHEN, TE-HUNG, 曾仕君 TSENG, SHIH-CHUN",49,4.02,0.60
11120GE 101300,東亞地區的宗教與政治,The Interrelation between Religion and Politics in East Asia 	,"李文政 LEE,WEN-CHENG",31,75.68,15.63
11120GE 102200,現代科技的應用、風險與福祉,Applications, Risks and Benefits of Modern Technologies 	,"林基興 LIN, JI-SHING",103,83.24,11.02
11120GE 102400,產業創新實作,Practice for Industry innovation 	,"李佳玫 LI, CHIA-MEI, 商雅婷 SHANG, YA-TING, 蔡協亨 TSAI, HSIEH-HENG",95,4.02,0.31
11120GE 103600,中國音樂概論,Chinese Music Introduction 	,"林心智 LIN, HSIN-CHIH",73,87.64,3.68
11120GE 106600,設計繪畫,Design Drawing 	,"連正宏 LIEN, CHENG-HUNG",17,4.04,0.23
11120GE 107200,中藥與近代科技,Chinese Herbology and Modern Sciences & Technologies 	,"張翔 CHANG, SHYANG, 陳瑞凱 CHEN, SWE-KAI",67,82.36,13.03
11120GE 107300,智慧財產權,Intellectual Property Laws 	,"楊智傑 YANG, CHIH-CHIEH",49,81.12,14.96
11120GE 107600,繪畫創作,Painting Creation 	,"連正宏 LIEN, CHENG-HUNG",19,4.08,0.21
11120GE 108100,野生動物保育之探索與實踐,Exploration and Practice for Wildlife Conservation 	,"顏士清 YEN, SHIH-CHING",37,79.16,16.78
11120GE 108200,從日常到科幻的有趣物理學,Interesting physics from daily life to scientific fantasies 	,"鄭宜帆 CHENG, YI-FAN",40,80.03,8.94
11120GE 108600,基礎素描,Element of Art 	,"唐唐發 TANG, TANG-FA",19,3.82,0.28
11120GE 108800,唐宋詞人的心靈世界,The Inner World of Ci Poets in the Tang and Song Dynasties 	,"黃雅莉 HUANG, YA-LI",30,85.03,12.31
11120GE 109601,陶藝製作,Clay Work 	,"吳建福 WU, CHIEN-FU",26,82.12,3.15
11120GE 109602,陶藝製作,Clay Work 	,"吳建福 WU, CHIEN-FU",29,80.17,15.51
11120GE 109800,台語‧影劇及文學,Taiwanese / Tâi-gí‧movie, drama and Literature 	,"鄧慧恩 TENG, HUI-EN",46,3.74,0.66
11120GE 111300,百年來的中華民國對外關係,Foreign Relations of Republic of China, 1912-now 	,"張棋炘 CHANG, CHI-SHIN",41,91.73,5.02
11120GE 112800,世界古文明,History of Ancient World Civilization 	,"陳冠穎 CHEN, KUAN-YING",52,77.04,13.44
11120GE 113500,媒體影響與社會問題,Media Effects and Social Problems 	,"簡立易 CHIEN, LI-YI",9,63.44,34.30
11120GE 114600,現代藝術創作專題,Art Project 	,"林甫珊 LIN, FU-SHAN",18,3.52,0.50
11120GE 115100,認識真菌,Knowing Fungi 	,"陳復琴 CHEN, FU-CHIN",59,3.86,0.47
11120GE 115500,創新創意與創業,Innovation and Entrepreneurship 	,"蔡仁松 TSAY, REN-SONG",35,3.95,0.26
11120GE 115600,水墨技法與美學：山水畫,Techniques and Aesthetics of Ink Painting: Landscape Painting 	,"袁慧莉 YUAN, HUI-LI",15,93.67,3.44
11120GE 115800,台灣當代戲曲,Taiwan Contemporary Xiqu 	,"吳岳霖 WU, YUE-LIN",70,4.08,0.52
11120GE 117300,中亞國際關係,Central Asia: Politics and Society and Contested Powers 	,"侍建宇 SHIH, CHIEN-YU",44,80.14,11.23
11120GE 118300,中東地區研究,The Research of Middle East Region 	,"葉長城 YEH, CHANG-CHEN",20,85.30,3.23
11120GE 119600,版畫實驗,Print Making 	,"林甫珊 LIN, FU-SHAN",18,3.64,0.36
11120GE 119800,十八世紀英國的藝術與社會,Introduction to Eighteenth-century English Art and Society 	,"蕭智尹 HSIAO, CHIH-YIN",42,3.82,0.64
11120GE 120601,油畫,Oil Painting 	,"唐唐發 TANG, TANG-FA",17,3.85,0.28
11120GE 120602,油畫,Oil Painting 	,"唐唐發 TANG, TANG-FA",19,3.75,0.40
11120GE 121600,女性藝術,Women’s Art 	,"謝鴻均 SHIEH, HONG-JUIN",59,3.87,0.41
11120GE 122100,環保與生活,Environmental Protection and Life 	,"杜明進 TU, MING-CHIN",86,83.22,9.66
11120GE 123300,身心障礙理論與權益,The Introduction of Disability and Civil Rights 	,"黃國晏 HUANG, KUO-YEN",49,3.96,0.67
11120GE 124100,離散數學趣談,Interesting Topics in Discrete Mathematics 	,"韓永楷 HON WING KAI",179,91.60,7.01
11120GE 124500,行銷管理,Marketing Management 	,"洪淑芳 HUNG, SHU-FANG",131,89.01,8.60
11120GE 125600,中國器樂賞析,Chinese Instrumental Music Appreciation 	,"林心智 LIN, HSIN-CHIH",69,85.67,3.68
11120GE 125700,聖經與人生,Bible and Life 	,"麥偉基 MAK WAI KEI, 李哲榮 LEE, CHE-RUNG, 王道維 WANG, DAW-WEI, 蔡仁松 TSAY, REN-SONG",25,72.04,17.58
11120GE 125800,歐洲經濟社會史,Economic and Social History of Europe 	,"何萍 HO, PING",52,87.65,13.26
11120GE 126500,企業文化與傳播,Corporate Cultures 	,"蒯亮 LIANG, KUAI",21,83.29,5.16
11120GE 126600,台灣美術與地方風土,Taiwanese Art and Local Culture 	,"黃琪惠 HUANG,CHI-HUI",17,87.06,22.55
11120GE 127600,音樂賞析三,Music Appreciation and Analysis (III) 	,"彭文几 PERNG, WEN-JI",33,3.93,0.28
11120GE 128601,插畫技法與運用,Drawing skills and application 	,"林鴻堯 LIN, HUNG-YAO",18,3.61,0.31
11120GE 128602,插畫技法與運用,Drawing skills and application 	,"林鴻堯 LIN, HUNG-YAO",20,3.71,0.30
11120GE 128800,武俠小說之賞析,The Appreciation of Emprise Novel 	,"梁偉賢 LEONG, WEI-HEAN",33,4.01,0.74
11120GE 130300,創傷與社會,Trauma and Society 	,"蔣興儀 CHIANG, HSING-YI",38,87.42,3.86
11120GE 130500,電視製作的理論與實務,Television Production 	,"曾行宜 TSENG, HSING-I",48,84.92,9.47
11120GE 131800,現代詩選讀,Chinese Modern Poetry 	,"陳柏伶 CHEN, PO-LING",50,4.04,0.37
11120GE 132300,國際時事與英語溝通,Current Events & English Communication 	,"嚴震生 YEN, CHEN-SHEN",31,3.18,1.08
11120GE 132800,中國神話故事選讀,Selective Readings for "The Chinese Mythology" 	,"陳燕梅 CHEN, YEN-MEI",55,87.75,8.05
11120GE 133100,西洋數學史,History and Philosophy of Western Mathematics 	,"英家銘 YING, JIA-MING",40,89.80,4.59
11120GE 133500,互動設計概論,Introduction to Interaction design 	,"許有真 HSU, YU-CHEN",41,3.94,0.25
11120GE 134600,電影配樂發展史與風格賞析,The History of Film Scoring--Analysis and Development 	,"邱亭雅 CHIU, TING-YA",64,87.94,5.08
11120GE 134800,傳統中國司法敘事與歷史思維,Traditional Chinese judicial narratives and historical thinking 	,"李如鈞 LEE, JU-CHUN",20,4.27,0.09
11120GE 135600,歌劇欣賞-華格納,Opera Appreciation - R. Wagner 	,"彭文几 PERNG, WEN-JI",41,3.78,0.44
11120GE 136500,高科技人力資源管理--基礎與實務應用,Human Resource Management-- fundamentals and Practice 	,"洪淑芳 HUNG, SHU-FANG",78,86.55,10.20
11120GE 136800,小說閱讀與創意書寫,Novel reading and Creative Writing 	,"蔣興立 CHIANG, HSIN-LI",43,92.23,4.90
11120GE 137300,歐洲政府與政治,European Governments and Politics 	,"張福昌 CHANG, FU-CHANG",38,3.57,0.96
11120GE 137500,職場溝通學,Business Communications 	,"彭冠宇 PENG, KUAN-YU",108,3.90,0.32
11120GE 137600,除魅與欲望：英文愛情小說導讀,Disenchantment and Desire: Introduction to the Romance Novel 	,"陳麒方 CHEN, CHI-FANG",42,3.82,0.38
11120GE 138300,歐洲聯盟概論,Introduction to the European Union 	,"鍾志明 CHUNG, CHIH-MING",46,81.35,11.96
11120GE 139400,性別思考,Gender Thinking 	,"陸品妃 LU, PIN-FEI",22,3.84,0.45
11120GE 139800,戲曲表演及其文化,Chinese Opera Performance and Its Culture 	,"林佳儀 LIN, CHIA-YI",14,3.41,1.25
11120GE 140100,台灣水生與濕地植物之探索實踐與應用,Exploration and practice for aquatic and wetland plants in Taiwan 	,"李翠玲 LEE, TSUEY-LING, 李松柏 LI, SUNG PO",36,3.28,1.39
11120GE 141300,消費者保護之理論與實務,The Theory and Practice of Consumer Protection Law 	,"靳邦忠 ",109,3.91,0.64
11120GE 143500,新媒體企劃與素養,New Media Planning & Literacy 	,"黃聿清 HUANG, YU-CHING",52,88.60,5.59
11120GE 143800,認識甲骨文字與古代中國文化,Oracle Bone Scripts and Ancient Chinese Culture 	,"江柏毅 CHIANG, PO-YI",51,3.35,1.17
11120GE 144300,恐怖主義與反恐,Terrorism and Anti-Terrorism 	,"侍建宇 SHIH, CHIEN-YU",57,81.49,6.59
11120GE 144800,塹城生活文史調查,Fieldwork for Culture and History in Hsinchu 	,"張繼瑩 CHANG, CHI-YING, 徐淑賢 HSU,SHU-HSIEN",19,4.22,0.13
11120GE 145300,兩岸關係與政策發展,The Development of the Cross-Strait Relations and Policy 	,"徐銘謙 HSU, MING-CHIEN",14,3.64,0.52
11120GE 145600,台灣歌謠發展史,The Development Process of Taiwanese Songs 	,"簡上仁 CHIEN, SHANG-JEN",47,3.26,0.75
11120GE 146800,俄羅斯的藝術史、文學史和科學史,HISTORY OF ART, LITERATURE AND SCIENCE IN PRE-SOVIET RUSSIA 	,"琅元 VOLKOV, ALEXEI KARLOVITCH",30,81.30,8.17
11120GE 147800,輕旅深讀：情境旅讀研究與設計,Local Research and Application through Fieldwork 	,"張繼瑩 CHANG, CHI-YING",24,4.09,0.20
11120GE 148800,台灣的傳說故事與文學再現,Taiwan's Stories and Literary Representations 	,"徐淑賢 HSU,SHU-HSIEN",17,4.30,0.00
11120GE 149300,認識著作權,Learning the Rules of Taiwan's Copyright Law 	,"胡中瑋 HU, CHUNG-WEI",61,85.26,5.09
11120GE 149600,京劇新美學：唱唸作表,New Aesthetics of Jingju: Four Main Skills of Performance 	,"林佳儀 LIN, CHIA-YI, 羅仕龍 LO, SHIH-LUNG",20,4.23,0.16
11120GE 152400,印度文化概論,Introduction to Indian Culture 	,"董玉莉 TUNG, YU-LI",29,3.94,0.29
11120GE 153300,非洲政治,Politics of Africa 	,"嚴震生 YEN, CHEN-SHEN",8,2.73,1.34
11120GE 154200,系統思維與統計應用,System thinking and Statistics application 	,"桑慧敏 SONG, WHEYMING",31,4.11,0.31
11120GE 154300,美國研究,American Studies 	,"何志勇 HO, CHIH-YUNG",52,3.79,0.55
11120GE 154400,弗洛伊德與精神分析,Freud and Psychoanalysis 	,"高榮禧 KAO, JUNG-HSI",124,79.73,17.92
11120GE 154600,策展理論與實務,Organizing Art Exhibitions :Theory and Practices 	,"賴小秋 LAI, HSIAO-CHIU",23,83.87,4.41
11120GE 155600,公共藝術賞析,Public Art 	,"賴小秋 LAI, HSIAO-CHIU",96,82.63,4.56
11120GE 156300,宗教與人權,Religion and Human Rights 	,"林榮光 LIN, RUNG-GUANG",18,82.94,12.86
11120GE 157600,建築文化與社會,ON ARCHITECTURE, its cultural characters and social significances 	,"林洵可 LIN, SHYUN-KEE",16,3.54,0.59
11120GE 158400,當代國際議題研究,Current important issues in international Relations 	,"方天賜 FANG, TIEN-SZE",64,85.25,4.69
11120GE 158600,戲劇表演,Theatre acting 	,"安原良 AN, YUAN-LIANG",19,4.00,0.19
11120GE 160600,認識心靈：精神醫學之初探,How mad are you?-- Introduction of Psychiatry 	,"顏怡君 YEN, YI-CHUN",54,84.17,6.47
11120GE 161400,中醫與現代生活二,Traditional Chinese Medicine in Modern Life(II) 	,"李如英 LI, JU-YING",111,83.61,14.14
11120GE 163700,莊子的人生哲學,The Philosophy of Life in Zhuangzi 	,"徐其寧 HSU, CHI-NING",43,82.74,9.37
11120GE 168200,鑑識科學的奧妙,Identify the Mysteries of Forensic Science 	,"任修平 JEN, HSIU-PING",76,88.66,5.94
11120GE 169600,媒體藝術,The Art of Medias 	,"邱永中 CHIU, YUNG-CHUNG",27,89.96,9.14
11120GE 171400,音樂創作與台灣社會運動,The Making of Popular Music in Taiwan Social Movement 	,"陳柏偉 CHEN, BO-WEI",61,85.18,5.19
11120GE 172200,生活中的科學,Science in Daily Life 	,"白培霖 PAI, PEI-LIN",106,84.50,10.43
11120GE 173200,鑑識科學與犯罪預防,Forensic Science and Crime Prevention 	,"王明偉 WANG, MING-WOEI",64,4.00,0.18
11120GE 174400,食品政治,Food and Politics 	,"譚偉恩 TAN, WEI-EN",49,89.86,11.28
11120GE 176200,犯罪偵查科技,Crime Investigation Technology 	,"李承龍 LEE, CHENG-LUNG",79,86.03,12.02
11120GE 178200,針灸與近代科學,Acupuncture and Modern Sciences 	,"張翔 CHANG, SHYANG",111,83.87,13.68
11120GE 180200,運動與健康,Exercise and Health 	,"朱真儀 CHU, CHEN-YI",41,81.59,19.45
11120GE 181600,非劇情電影賞析,Non-Fiction Film Appreciation 	,"游惠貞 YU, HUI-CHEN",48,79.29,5.40
11120GE 182400,東南亞各國國情與文化,State Situations and Culture in Southeast Asia 	,"林若雩 LIN, JUO-YU",45,83.07,13.42
11120GE 182600,打開博物館：看見在地文化,OPEN UP MUSEUMS：appreciate local culture 	,"謝小芩 HSIEH, HSIAO-CHIN",6,4.20,0.14
11120GE 183200,運動科學概論,Introduction to exercise science 	,"朱真儀 CHU, CHEN-YI",35,83.09,9.45
11120GE 186200,遇見科學--時間、演化、選擇的科學,Science Encountered-Time, evolution, and Decisions 	,"潘瑋 PAN, WEI",29,83.79,11.21
11120GE 186600,中日書道鑑賞論,Appreciation of Chinese and Japanese Calligraphy 	,"谷川雅夫 TANIGAWA MASAO",33,86.06,10.14
11120GE 187200,跨領域的中醫觀,Interdiscipline Viewpoint of Chinese Medicine 	,"鄭宏足 CHENG, HUNG-TSU",33,83.97,19.20
11120GE 187400,清華人的國際行動力培力,Prepare Yourself for International Mobility 	,"嚴大任 YEN, TA-JEN, 王翔郁 WANG, HSIANG-YU, 羅丞曜 LO, CHENG-YAO",56,80.55,12.00
11120GE 189200,生活化學應用：身在毒中不知毒,The Application of Life Chemistry: Living in a Poisoned Environment but being Unaware 	,"任修平 JEN, HSIU-PING",114,84.12,7.91
11120GE 190200,太空探索：理論與實踐,Space Exploration: Theory and Practice 	,"廖瑩 LIAO, YING",54,4.06,0.47
11120GE 191200,料理中的科學,Science of Cooking 	,"張蓉 CHANG, JUNG",70,81.56,8.27
11120GE 196200,生活中的選擇與賽局,Decision making and Games in daily life 	,"潘瑋 PAN, WEI",56,84.95,16.94
11120GE 198200,半導體產業策略與演進,Strategy and Evolution of Semiconductor Industry 	,"簡禎富 CHIEN, CHEN-FU",40,4.20,0.18
11120GE 199400,新聞學概論,Introduction to Journalism 	,"蒯亮 LIANG, KUAI",14,86.14,7.96
11120GE 200101,自主學習：地緣政治的風險與機會,Self-planned Learning: Challenges and Opportunities resulted from Geopolitics 	,"通識教育中心 ",9,4.20,0.14
11120GEC 110200,批判思考（通識）,Critical Thinking 	,"陳思廷 CHEN, SZU-TING",40,80.70,10.13
11120GEC 110301,價值與實踐,Value and Practice 	,"洪巳軒 HUNG, SZU-HSUAN",84,81.81,7.51
11120GEC 110302,價值與實踐,Value and Practice 	,"洪巳軒 HUNG, SZU-HSUAN",67,79.57,7.39
11120GEC 111100,思想經典：《易經》選讀,Selected Readings of Changes 	,"游騰達 YU, TENG-TA",61,89.77,9.38
11120GEC 111200,思想經典：《論》《孟》思想與現代生活,Confucianism, Mencianism and modern life 	,"陳淑娟 CHEN, SHU-CHUAN",49,83.37,7.02
11120GEC 111300,思想經典：《周易》選讀,Selected Readings of Changes 	,"黃忠天 HUANG, CHUNG-TIEN",66,82.09,8.44
11120GEC 111400,思想經典：《韓非子》選讀,Selected Readings of Han Feizi 	,"洪巳軒 HUNG, SZU-HSUAN",60,79.95,11.79
11120GEC 111501,統計思維與分析,Statistical Thinking and Analysis 	,"張延彰 CHANG, YEN-CHANG",58,86.53,10.49
11120GEC 111502,統計思維與分析,Statistical Thinking and Analysis 	,"張延彰 CHANG, YEN-CHANG",74,90.00,4.64
11120GEC 111503,統計思維與分析,Statistical Thinking and Analysis 	,"張延彰 CHANG, YEN-CHANG",50,85.26,14.11
11120GEC 111800,思想經典：《墨子》選讀,Classics of Eastern Thought: Selected Reading of Mo Tze 	,"林保全 LIN, BAO-QUAN",58,73.34,16.36
11120GEC 112500,思想經典：詩與思,Classics of Eastern Thought：Poetry and Thought 	,"楊儒賓 YANG, RUR-BIN",55,82.49,8.87
11120GEC 120100,當代生命科學,Contemporary Biology and Your Life 	,"焦傳金 CHIAO, CHUAN-CHIN, 黃貞祥 NG, CHEN SIANG",276,80.14,14.68
11120GEC 120200,生態體系與全球變遷,Eco-system and Global Changes 	,"游能悌 YU, NENG-TI",98,84.73,9.58
11120GEC 120301,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"李姝慧 LEE, SHU-HUI",34,72.15,16.37
11120GEC 120302,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"李姝慧 LEE, SHU-HUI",45,86.80,5.69
11120GEC 120303,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"陳舜文 CHEN, SHUN-WEN",48,80.00,10.02
11120GEC 120304,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"陳舜文 CHEN, SHUN-WEN",54,78.70,16.56
11120GEC 120305,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"詹雨臻 CHAN, YU-CHEN",38,77.76,15.06
11120GEC 120306,探索心智與行為：當代心理學,Exploring Minds and Behaviors: Contemporary Psychology 	,"李昆樺 LEE, KUN-HUA",54,79.35,13.56
11120GEC 120601,群眾的心理分析,Psychoanalysis of Group 	,"蔣興儀 CHIANG, HSING-YI",28,85.29,6.83
11120GEC 120602,群眾的心理分析,Psychoanalysis of Group 	,"蔣興儀 CHIANG, HSING-YI",33,87.97,3.12
11120GEC 120701,自然環境之變遷與永續,Changes and Sustainability of Nature 	,"顏士清 YEN, SHIH-CHING",63,78.41,17.31
11120GEC 120702,自然環境之變遷與永續,Changes and Sustainability of Nature 	,"顏士清 YEN, SHIH-CHING",63,78.13,16.54
11120GEC 130100,認識藝術：視覺藝術,Understanding Art: Visual Arts 	,"馬孟晶 MA, MENG-CHING",37,81.86,12.30
11120GEC 130401,藝術與社會,Art and Society 	,"梅韻秋 MEI, YUN-CHIU",35,78.31,16.67
11120GEC 130402,藝術與社會,Art and Society 	,"梅韻秋 MEI, YUN-CHIU",38,77.08,12.18
11120GEC 130601,藝術經典：台灣電影賞析,Classic of Art : Analysis of Taiwan Cinema 	,"蕭菊貞 HSIAO, CHU-CHEN",101,3.87,0.62
11120GEC 130602,藝術經典：台灣電影賞析,Classic of Art : Analysis of Taiwan Cinema 	,"蕭菊貞 HSIAO, CHU-CHEN",82,3.67,0.77
11120GEC 130800,藝術經典：西洋藝術名作精選,The Canon of Art: Selected Masterpieces of Western Art 	,"梅韻秋 MEI, YUN-CHIU",42,80.74,9.76
11120GEC 131000,認識藝術：音樂,Understanding Art : Music 	,"陳孟亨 CHEN, MENG-HENG",51,90.20,4.27
11120GEC 131100,藝術經典：中國藝術名品,Art Historical Canon: Chinese Art 	,"馬孟晶 MA, MENG-CHING",51,83.59,10.06
